name,domination_number,total_domination_number,connected_domination_number,semitotal_domination_number,independence_number,power_domination_number,zero_forcing_number,total_zero_forcing_number,connected_zero_forcing_number,diameter,radius,order,size,independent_domination_number,chromatic_number,matching_number,min_maximal_matching_number,triameter,randic_index,harmonic_index,sum_connectivity_index,min_degree,max_degree,clique_number,residue,annihilation_number,sub_total_domination_number,slater,k_slater_index,wiener_index,vertex_cover_number,k_residual_index,connected_graph,tree_graph,connected_graph_with_min_degree_at_least_2,connected_graph_with_min_degree_at_least_3,connected_graph_with_min_degree_at_least_4,connected_and_bipartite_graph,eulerian_graph,connected_and_planar_graph,connected_and_regular_graph,connected_and_cubic_graph,connected_graph_which_is_not_k_n,connected_and_triangle_free_graph,connected_and_at_free_graph,connected_and_claw_free_graph,connected_graph_with_maximum_degree_at_most_3,connected_graph_which_is_not_k_n_and_has_maximum_degree_at_most_3,connected_claw_free_and_cubic_graph,connected_planar_and_cubic_graph,connected_and_cubic_graph_which_is_not_k_4,connected_and_well_covered_graph,connected_graph_with_diameter_at_most_3,connected_and_planar_graph_with_diameter_at_most_3,connected_and_chordal_graph,connected_and_bipartite_graph_with_min_degree_at_least_2,connected_and_bipartite_graph_with_min_degree_at_least_3,connected_and_bipartite_graph_with_min_degree_at_least_4,connected_and_planar_graph_with_min_degree_at_least_2,connected_and_planar_graph_with_min_degree_at_least_3,connected_and_planar_graph_with_min_degree_at_least_4,connected_graph_which_is_not_k_n_with_min_degree_at_least_2,connected_graph_which_is_not_k_n_with_min_degree_at_least_3,connected_graph_which_is_not_k_n_with_min_degree_at_least_4,connected_and_triangle_free_graph_with_min_degree_at_least_2,connected_and_triangle_free_graph_with_min_degree_at_least_3,connected_and_triangle_free_graph_with_min_degree_at_least_4,connected_and_at_free_graph_with_min_degree_at_least_2,connected_and_at_free_graph_with_min_degree_at_least_3,connected_and_at_free_graph_with_min_degree_at_least_4,connected_and_claw_free_graph_with_min_degree_at_least_2,connected_and_claw_free_graph_with_min_degree_at_least_3,connected_and_claw_free_graph_with_min_degree_at_least_4,connected_graph_with_min_degree_at_least_2_and_maximum_degree_at_most_3,connected_and_chordal_graph_with_min_degree_at_least_2,connected_and_chordal_graph_with_min_degree_at_least_3,connected_and_diamond_free_graph,connected_cubic_and_diamond_free_graph,connected_and_bull_free_graph,positive_semidefinite_zero_forcing_number,graph_energy,square_positive_energy,a_block_graph,second_largest_eigenvalue,outer_connected_domination_number,edge_domination_number,roman_domination_number,double_roman_domination_number,two_rainbow_domination_number,three_rainbow_domination_number,connected_graph_line_graph
cubic43,4,4,6,7,5,2,5,5,5,4,3,12,18,4,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,143.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,18,20.0,False,3,4,4,7.0,10.0,6,8,False
MathematicaGraph7392,1,2,1,8,7,1,6,7,7,2,1,8,7,1,2,1,1,6,2.6457513110645903,1.75,2.474873734152916,1,7,2,7,7,2,1,1,49.0,1,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,5,7.0,True,0,7,1,2.0,3.0,7,7,False
cubic57,4,4,5,7,5,2,4,4,4,4,3,12,18,4,3,6,5,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,140.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,16,19.0,False,2,4,5,7.0,10.0,6,7,False
cubic56,3,4,5,6,5,1,3,3,3,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,144.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,17,19.0,False,2,3,4,6.0,9.0,6,7,False
MathematicaGraph7393,1,2,1,9,8,1,7,8,8,2,1,9,8,1,2,1,1,6,2.82842712474619,1.7777777777777777,2.6666666666666665,1,8,2,8,8,2,1,1,64.0,1,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,6,8.0,True,0,8,1,2.0,3.0,8,8,False
cubic42,3,5,5,6,4,2,4,5,5,4,3,12,18,3,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,153.0,8,2,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,18,21.0,False,3,4,4,6.0,9.0,6,8,False
cubic95,4,4,6,6,6,2,4,4,4,4,4,12,18,4,2,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,144.0,6,3,True,False,True,True,False,True,False,True,True,True,True,True,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,16,18.0,False,2,4,4,7.0,11.0,6,6,False
cubic81,3,5,5,7,5,2,4,4,4,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,134.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,19.0,False,2,3,4,6.0,9.0,6,7,False
MathematicaGraph7608,2,2,2,9,7,1,6,7,7,3,2,9,8,2,2,2,1,8,3.242154861154335,2.388888888888889,3.0320039460826016,1,7,2,7,7,2,2,1,70.0,2,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,8.0,True,1,7,1,3.0,5.0,8,8,False
MathematicaGraph1331,4,6,7,11,9,3,5,8,10,6,3,13,12,4,2,4,3,18,5.913591357920933,5.4,5.683281572999747,1,3,2,5,9,5,4,1,270.0,4,3,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,14,12.0,True,2,10,3,7.0,11.0,9,9,False
MathematicaGraph7581,2,4,4,8,6,1,4,5,5,5,3,9,8,2,2,3,2,12,3.812188929203217,3.2857142857142856,3.5883079040543056,1,5,2,5,6,3,2,1,92.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,2,7,2,4.0,6.0,7,8,False
MathematicaGraph7595,4,5,5,8,5,2,2,4,4,5,3,9,8,4,2,4,3,14,4.256748817474191,4.033333333333333,3.9819398845326144,1,3,2,4,6,4,3,2,94.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,1,5,3,7.0,11.0,6,8,False
MathematicaGraph7556,3,4,5,7,5,1,2,3,3,6,3,8,7,3,2,3,2,14,3.770055610029662,3.5666666666666664,3.524563864689584,1,3,2,4,5,4,3,1,79.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,7.0,True,2,6,2,5.0,8.0,5,7,False
MathematicaGraph7568,4,4,4,8,4,1,3,4,4,4,2,8,7,4,2,4,3,12,3.681980515339464,3.4,3.4040092744604245,1,4,2,4,5,3,2,2,64.0,4,1,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,7.0,True,1,4,3,5.0,9.0,5,7,False
MathematicaGraph7554,3,4,4,6,4,1,2,3,3,4,2,7,6,3,2,3,3,12,3.346065214951232,3.2,3.073691594068752,1,3,2,3,4,3,2,2,48.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,6.0,True,1,4,3,5.0,8.0,4,6,False
MathematicaGraph7583,4,5,5,8,5,2,2,4,4,6,3,9,8,4,2,4,3,14,4.218744015013406,3.966666666666667,3.957376019843031,1,3,2,4,6,4,3,2,98.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,1,5,3,6.0,10.0,6,8,False
MathematicaGraph7597,3,3,3,9,6,2,4,6,6,4,2,9,8,3,2,3,2,10,3.739758612587029,3.15,3.5111104171383096,1,5,2,6,7,3,2,2,82.0,3,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,1,6,2,5.0,8.0,7,8,False
MathematicaGraph1327,3,4,5,10,8,2,5,7,9,6,3,11,10,3,2,3,2,14,4.707106781186548,4.066666666666666,4.4997781539274735,1,4,2,6,8,4,3,1,176.0,3,3,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,11,10.0,True,2,9,2,5.0,8.0,8,9,False
dodecahedron11,4,4,6,7,6,1,3,3,3,4,4,12,17,4,2,6,4,10,5.9663264951887856,5.933333333333334,7.096082158030051,2,3,2,4,6,4,3,2,150.0,6,3,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,3,16,17.0,False,2,4,4,7.0,11.0,6,7,False
MathematicaGraph3493,2,4,4,7,5,2,3,5,6,5,3,8,7,2,2,3,2,12,3.6258976576862296,3.3,3.394427190999916,1,3,2,4,5,3,2,1,74.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,7.0,True,2,6,2,4.0,6.0,6,6,False
cubic97,4,5,5,6,5,2,4,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,132.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,18,18.0,False,2,4,4,7.0,10.0,6,8,False
cubic83,4,4,6,6,5,2,4,4,4,4,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,138.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,17,19.0,False,2,4,4,7.0,10.0,6,7,False
cubic68,3,4,5,7,5,2,5,5,5,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,139.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,17,19.0,False,2,4,4,6.0,9.0,6,7,False
MathematicaGraph7391,1,2,1,7,6,1,5,6,6,2,1,7,6,1,2,1,1,6,2.4494897427831783,1.7142857142857142,2.267786838055363,1,6,2,6,6,2,1,1,36.0,1,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,5,6.0,True,0,6,1,2.0,3.0,6,6,False
cubic54,3,5,6,6,5,2,5,5,5,4,3,12,18,3,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,153.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,19,22.0,False,3,3,4,6.0,9.0,6,8,False
cubic40,4,5,5,7,5,2,4,5,5,5,3,12,18,4,3,6,4,11,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,154.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,18,20.0,False,3,4,4,7.0,10.0,6,8,False
cubic41,3,5,5,7,5,2,5,5,6,4,3,12,18,3,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,153.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,17,19.0,False,3,4,4,6.0,9.0,6,7,False
cubic55,3,5,7,6,4,3,5,6,7,4,4,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,162.0,8,2,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,5,18,22.0,False,3,3,4,6.0,9.0,6,8,False
MathematicaGraph7390,1,2,1,6,5,1,4,5,5,2,1,6,5,1,2,1,1,6,2.23606797749979,1.6666666666666663,2.041241452319315,1,5,2,5,5,2,1,1,25.0,1,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,4,5.0,True,0,5,1,2.0,3.0,5,5,False
cubic69,3,5,6,6,5,2,4,4,4,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,139.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,20.0,False,2,3,4,6.0,9.0,6,8,False
"dumbell_D(5,5,1)",4,5,6,6,4,2,3,4,4,5,3,10,11,4,3,5,3,11,4.9663264951887856,4.933333333333334,5.197102672463695,2,3,2,4,5,4,3,2,115.0,6,1,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,3,13,11.0,False,2,6,3,7.0,11.0,6,9,False
cubic82,3,5,5,6,5,2,4,4,4,3,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,135.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,19.0,False,2,3,4,6.0,9.0,6,7,False
cubic96,4,4,5,6,5,2,4,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,134.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,17,18.0,False,2,4,4,7.0,11.0,6,7,False
MathematicaGraph1326,3,4,5,8,6,2,3,5,7,6,3,9,8,3,2,3,2,14,4.125897657686229,3.8,3.894427190999916,1,3,2,4,6,4,3,1,108.0,3,3,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,2,7,2,5.0,8.0,6,7,False
MathematicaGraph7596,4,4,4,9,5,2,3,5,5,5,3,9,8,4,2,4,2,12,4.04204064721467,3.652380952380952,3.782554088352216,1,4,2,5,6,3,2,2,88.0,4,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,1,5,2,6.0,10.0,7,8,False
MathematicaGraph7582,3,5,5,7,6,2,3,5,5,6,3,9,8,3,2,3,3,14,4.163902460147014,3.866666666666666,3.9189910556895,1,3,2,4,6,4,3,1,102.0,3,3,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,2,6,3,6.0,9.0,6,7,False
MathematicaGraph7555,2,4,4,6,4,1,2,3,3,5,3,7,6,2,2,3,2,12,3.270055610029662,3.0666666666666664,3.024563864689584,1,3,2,3,4,3,2,1,52.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,6.0,True,1,5,2,4.0,6.0,5,6,False
MathematicaGraph7569,3,3,3,8,5,1,4,5,5,4,2,8,7,3,2,3,2,10,3.3883098809066445,2.9047619047619047,3.1353743557892955,1,5,2,5,6,3,2,2,59.0,3,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,7.0,True,1,5,2,4.0,7.0,6,7,False
ryan-annihilation-counter-example-1,5,8,10,10,8,2,4,5,6,7,5,16,18,5,2,8,5,16,7.898979485566357,7.800000000000001,8.366563145999494,2,3,2,5,9,6,4,2,402.0,8,3,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,2,22,18.0,False,2,13,5,10.0,15.0,9,12,False
ryan-annihilation-counter-example-1-2,5,8,8,10,8,1,3,3,3,7,4,16,19,5,2,8,6,14,7.932652990377571,7.866666666666667,8.618950216318979,2,3,2,5,9,6,4,2,362.0,8,3,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,3,23,19.0,False,2,10,6,10.0,15.0,9,12,False
ryan-annihilation-number-counter-example-2,8,12,12,16,12,4,7,8,12,13,7,24,29,9,2,12,9,28,11.898979485566358,11.8,13.040797760174264,2,3,2,8,14,8,6,2,1408.0,12,3,True,False,True,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,7,30,29.0,False,2,12,9,15.0,24.0,12,19,False
figure-2-7-HaHeHe,4,4,5,20,18,4,14,18,18,5,3,22,22,10,2,4,2,12,8.020006519134395,5.904761904761904,8.038995399710355,1,6,2,14,18,4,4,1,699.0,4,6,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,18,22.0,False,3,18,2,8.0,12.0,18,18,False
figure-11-19-domination-core-concepts,2,2,2,7,9,2,8,9,9,3,2,12,16,6,2,3,2,8,4.853077841136915,3.976190476190476,5.624742067159272,1,6,2,8,9,2,2,1,136.0,3,5,True,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,11,16.0,False,2,6,2,4.0,6.0,6,9,False
"G(18,1)-domination-core-concepts",5,8,11,10,7,3,6,8,11,10,5,18,27,5,3,9,6,21,9.0,9.0,11.022703842524304,3,3,3,5,9,6,5,1,647.0,11,2,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,6,28,32.0,False,3,5,6,10.0,15.0,8,12,False
